SNo,Di00,Di01,Di02,Di03,Di04,Di05,Do00,Do01,Do02
4695,0,1,0,1,0,0,1,1,0
4696,0,0,0,0,1,1,0,0,0
4697,0,1,1,1,0,1,1,0,1
4698,0,1,1,0,1,1,1,1,0
4699,0,0,1,1,0,0,0,0,0
4700,1,0,1,1,0,1,1,0,1
4701,1,0,1,1,1,1,1,0,0
4702,0,1,1,1,0,0,1,0,0
4703,0,0,1,1,0,1,0,0,1
4704,1,1,1,1,0,0,0,0,0
4705,1,0,0,0,0,0,1,0,0
4706,1,1,0,0,1,0,0,0,1
4707,1,1,0,1,1,0,0,1,1
4708,1,1,1,0,1,0,0,1,1
4709,0,0,0,0,0,0,0,0,0
4710,1,1,0,1,1,0,0,1,1
4711,1,0,1,0,1,0,1,1,1
4712,1,0,0,1,1,1,1,1,0
4713,0,1,0,1,1,1,1,1,0
4714,0,1,1,1,0,1,1,0,1
4715,0,1,1,0,0,0,1,1,0
4716,1,0,1,0,0,1,1,1,1
4717,0,1,1,1,0,1,1,0,1
4718,0,0,1,1,1,0,0,0,1
4719,0,0,0,0,1,0,0,0,1
4720,0,1,1,1,0,0,1,0,0
4721,1,1,1,0,1,1,0,1,0
4722,1,0,0,1,0,0,1,1,0
4723,1,1,0,0,1,1,0,0,0
4724,0,0,0,0,0,0,0,0,0
4725,1,1,1,0,1,1,0,1,0
4726,1,1,0,1,1,1,0,1,0
4727,1,0,0,0,1,0,1,0,1
4728,0,1,1,0,1,0,1,1,1
4729,0,0,1,0,0,0,0,1,0
4730,0,0,1,0,0,0,0,1,0
4731,0,0,1,0,1,1,0,1,0
4732,1,1,1,1,0,1,0,0,1
4733,0,0,0,1,1,1,0,1,0
4734,0,1,1,0,0,1,1,1,1
4735,0,0,0,0,1,1,0,0,0
4736,1,0,1,1,1,0,1,0,1
4737,1,0,1,0,0,1,1,1,1
4738,0,0,1,1,1,0,0,0,1
4739,1,0,0,0,0,0,1,0,0
4740,1,1,0,1,0,0,0,1,0
4741,1,1,0,1,1,1,0,1,0
4742,0,1,0,1,1,1,1,1,0
4743,1,1,1,1,1,0,0,0,1
4744,1,0,1,1,0,0,1,0,0
4745,0,1,0,0,0,0,1,0,0
4746,0,1,1,0,1,0,1,1,1
4747,1,1,0,0,1,0,0,0,1
4748,1,1,0,0,0,0,0,0,0
4749,1,1,1,1,0,1,0,0,1
4750,1,1,0,1,1,0,0,1,1
4751,1,1,0,1,0,1,0,1,1
4752,0,1,0,0,0,0,1,0,0
4753,1,0,0,1,1,0,1,1,1
4754,0,1,0,1,1,1,1,1,0
4755,1,1,1,1,1,0,0,0,1
4756,1,0,1,0,1,0,1,1,1
4757,1,1,0,0,0,0,0,0,0
4758,0,0,1,0,0,1,0,1,1
4759,1,1,1,0,1,1,0,1,0
4760,1,1,1,1,0,1,0,0,1
4761,0,0,0,1,1,1,0,1,0
4762,1,1,1,0,1,1,0,1,0
4763,1,1,1,1,1,1,0,0,0
4764,1,0,0,1,0,1,1,1,1
4765,1,1,1,0,0,1,0,1,1
4766,0,0,1,1,0,1,0,0,1
4767,0,0,1,1,1,1,0,0,0
4768,1,0,1,1,0,1,1,0,1
4769,0,0,1,0,1,1,0,1,0
4770,1,1,1,1,0,1,0,0,1
4771,1,1,0,1,1,1,0,1,0
4772,0,0,0,1,1,1,0,1,0
4773,0,0,1,1,1,1,0,0,0
4774,1,1,1,1,1,0,0,0,1
4775,0,0,1,1,1,0,0,0,1
4776,0,0,1,1,0,0,0,0,0
4777,0,0,1,0,0,1,0,1,1
4778,0,0,0,0,0,1,0,0,1
4779,0,1,1,1,1,0,1,0,1
4780,0,1,1,0,1,0,1,1,1
4781,1,0,0,0,1,0,1,0,1
4782,1,0,1,1,1,1,1,0,0
4783,0,0,1,1,0,1,0,0,1
4784,1,0,0,0,1,0,1,0,1
4785,0,0,1,0,0,0,0,1,0
4786,0,1,0,0,0,0,1,0,0
4787,0,0,1,0,0,1,0,1,1
4788,1,0,1,0,1,1,1,1,0
4789,1,0,1,1,0,1,1,0,1
4790,0,1,0,0,1,1,1,0,0
4791,1,1,1,1,0,1,0,0,1
4792,0,1,1,1,1,0,1,0,1
4793,0,1,1,0,0,1,1,1,1
4794,0,0,0,1,1,1,0,1,0
4795,1,1,0,1,0,1,0,1,1
4796,1,0,1,1,0,1,1,0,1
4797,1,0,0,1,1,1,1,1,0
4798,1,0,1,0,1,1,1,1,0
4799,1,1,1,1,1,0,0,0,1
4800,0,1,1,0,0,1,1,1,1
4801,1,1,1,0,1,1,0,1,0
4802,0,0,0,0,0,0,0,0,0
4803,1,0,0,1,1,0,1,1,1
4804,0,0,1,1,0,0,0,0,0
4805,0,1,0,0,1,0,1,0,1
4806,1,1,1,0,0,0,0,1,0
4807,1,1,0,0,0,0,0,0,0
4808,0,0,0,0,0,1,0,0,1
4809,1,0,1,1,1,1,1,0,0
4810,1,0,0,1,0,0,1,1,0
4811,0,1,0,1,1,1,1,1,0
4812,0,0,0,0,1,0,0,0,1
4813,0,1,0,1,0,1,1,1,1
4814,1,1,0,1,1,0,0,1,1
4815,0,0,0,0,1,0,0,0,1
4816,1,0,0,1,0,0,1,1,0
4817,1,0,1,1,1,0,1,0,1
4818,0,1,0,1,1,1,1,1,0
4819,1,0,0,1,1,0,1,1,1
4820,0,0,0,0,0,0,0,0,0
4821,1,0,1,1,0,1,1,0,1
4822,1,0,1,0,1,1,1,1,0
4823,1,1,0,0,0,1,0,0,1
4824,0,1,0,0,0,0,1,0,0
4825,0,0,0,0,1,1,0,0,0
4826,1,1,1,0,0,1,0,1,1
4827,1,1,0,1,1,1,0,1,0
4828,0,1,1,0,1,1,1,1,0
4829,0,1,0,1,1,1,1,1,0
4830,1,1,1,0,1,1,0,1,0
4831,0,1,0,0,0,1,1,0,1
4832,1,1,1,1,0,1,0,0,1
4833,0,0,0,1,1,1,0,1,0
4834,1,1,1,1,1,0,0,0,1
4835,0,0,1,0,1,1,0,1,0
4836,1,1,1,1,1,1,0,0,0
4837,0,1,0,1,1,0,1,1,1
4838,0,1,0,0,0,1,1,0,1
4839,1,1,1,0,0,0,0,1,0
4840,1,1,0,0,1,0,0,0,1
4841,1,0,0,0,1,1,1,0,0
4842,0,1,1,0,1,0,1,1,1
4843,1,0,1,1,0,1,1,0,1
4844,1,1,0,0,1,1,0,0,0
4845,0,1,1,0,1,1,1,1,0
4846,1,0,1,1,1,0,1,0,1
4847,1,0,1,1,0,0,1,0,0
4848,1,0,0,1,0,1,1,1,1
4849,0,0,0,0,0,1,0,0,1
4850,0,1,1,1,1,0,1,0,1
4851,0,1,0,1,0,0,1,1,0
4852,0,0,0,1,1,0,0,1,1
4853,1,0,1,1,0,0,1,0,0
4854,0,0,0,1,0,1,0,1,1
4855,1,1,1,0,0,0,0,1,0
4856,1,0,0,1,0,1,1,1,1
4857,1,0,0,0,0,0,1,0,0
4858,1,1,0,0,0,0,0,0,0
4859,0,0,0,0,0,0,0,0,0
4860,1,0,0,1,0,1,1,1,1
4861,0,0,1,1,1,0,0,0,1
4862,1,0,1,1,1,0,1,0,1
4863,0,1,0,0,0,1,1,0,1
4864,0,0,1,0,1,0,0,1,1
4865,0,1,0,1,1,1,1,1,0
4866,0,0,0,1,1,0,0,1,1
4867,1,1,1,1,0,1,0,0,1
4868,1,0,0,0,1,1,1,0,0
4869,0,1,0,1,0,1,1,1,1
4870,0,1,0,1,1,1,1,1,0
4871,0,0,1,1,0,0,0,0,0
4872,1,1,0,1,1,1,0,1,0
4873,1,1,1,1,1,0,0,0,1
4874,1,0,0,0,0,1,1,0,1
4875,1,1,0,0,0,1,0,0,1
4876,0,0,1,1,0,0,0,0,0
4877,0,0,1,1,0,1,0,0,1
4878,0,1,0,1,1,0,1,1,1
4879,1,0,0,1,1,1,1,1,0
4880,1,1,1,1,1,1,0,0,0
4881,0,1,0,0,1,1,1,0,0
4882,1,0,0,1,1,1,1,1,0
4883,0,1,0,0,0,1,1,0,1
4884,1,0,0,0,1,0,1,0,1
4885,1,0,0,0,0,0,1,0,0
4886,1,0,0,0,1,1,1,0,0
4887,1,0,0,1,0,1,1,1,1
4888,1,0,1,0,0,0,1,1,0
4889,1,1,1,0,0,1,0,1,1
4890,0,0,1,0,0,0,0,1,0
4891,0,0,1,1,1,0,0,0,1
4892,1,0,1,0,1,1,1,1,0
4893,0,1,0,1,0,0,1,1,0
4894,0,0,1,1,1,0,0,0,1
4895,1,1,0,0,0,1,0,0,1
4896,1,0,0,1,0,1,1,1,1
4897,1,0,0,0,1,0,1,0,1
4898,0,0,0,0,1,0,0,0,1
4899,1,1,1,1,1,1,0,0,0
4900,1,0,0,1,0,0,1,1,0
4901,0,0,0,1,1,0,0,1,1
4902,0,0,1,0,0,0,0,1,0
4903,0,1,0,0,1,1,1,0,0
4904,0,0,1,1,0,0,0,0,0
4905,1,0,1,0,0,1,1,1,1
4906,0,1,1,0,0,1,1,1,1
4907,0,0,0,0,0,0,0,0,0
4908,1,1,1,1,0,1,0,0,1
4909,0,1,1,0,1,0,1,1,1
4910,0,0,1,1,1,1,0,0,0
4911,0,1,0,1,1,0,1,1,1
4912,0,1,1,1,0,0,1,0,0
4913,1,1,0,0,0,1,0,0,1
4914,1,0,1,0,0,0,1,1,0
4915,1,1,0,0,1,1,0,0,0
4916,1,0,0,0,1,0,1,0,1
4917,1,1,1,0,0,0,0,1,0
4918,0,1,0,1,1,1,1,1,0
4919,0,1,0,0,0,1,1,0,1
4920,0,0,1,1,0,1,0,0,1
4921,1,1,0,1,1,1,0,1,0
4922,1,0,0,1,1,0,1,1,1
4923,0,0,1,0,0,0,0,1,0
4924,1,0,0,1,0,1,1,1,1
4925,1,1,0,1,0,1,0,1,1
4926,0,1,1,1,1,1,1,0,0
4927,0,0,1,1,1,0,0,0,1
4928,0,0,0,0,1,1,0,0,0
4929,0,0,0,0,1,1,0,0,0
4930,1,0,1,1,0,1,1,0,1
4931,0,0,0,1,1,1,0,1,0
4932,1,0,1,0,1,1,1,1,0
4933,0,0,0,0,0,0,0,0,0
4934,0,0,0,1,0,0,0,1,0
4935,0,1,1,1,0,0,1,0,0
4936,1,1,0,1,1,1,0,1,0
4937,1,1,1,1,1,0,0,0,1
4938,0,0,0,0,0,1,0,0,1
4939,1,0,0,0,0,1,1,0,1
4940,1,0,1,0,0,1,1,1,1
4941,1,1,0,0,0,0,0,0,0
4942,1,0,0,0,0,0,1,0,0
4943,1,1,1,1,1,0,0,0,1
4944,0,1,1,0,1,1,1,1,0
4945,0,1,0,0,1,0,1,0,1
4946,1,0,1,1,1,1,1,0,0
4947,0,1,0,1,1,1,1,1,0
4948,0,0,0,1,1,1,0,1,0
4949,1,0,1,1,0,0,1,0,0
4950,1,1,1,1,1,0,0,0,1
4951,0,0,1,0,0,1,0,1,1
4952,1,1,1,0,1,1,0,1,0
4953,1,0,0,0,1,1,1,0,0
4954,1,0,0,1,1,1,1,1,0
4955,1,0,0,0,0,0,1,0,0
4956,1,0,1,1,1,1,1,0,0
4957,0,0,0,0,0,1,0,0,1
4958,0,1,1,1,1,1,1,0,0
4959,0,0,0,0,0,1,0,0,1
4960,0,1,0,1,1,0,1,1,1
4961,1,0,1,1,0,0,1,0,0
4962,0,0,1,0,0,0,0,1,0
4963,1,0,0,0,1,0,1,0,1
4964,1,1,0,0,0,1,0,0,1
4965,1,1,0,0,0,1,0,0,1
4966,0,0,0,1,1,1,0,1,0
4967,0,0,0,1,0,1,0,1,1
4968,0,1,0,1,1,1,1,1,0
4969,0,1,0,0,1,1,1,0,0
4970,1,0,0,1,1,1,1,1,0
4971,1,0,1,1,0,1,1,0,1
4972,1,1,1,0,0,0,0,1,0
4973,1,0,0,1,0,0,1,1,0
4974,1,0,1,1,1,1,1,0,0
4975,1,1,0,1,1,0,0,1,1
4976,1,0,1,1,1,0,1,0,1
4977,0,0,1,0,1,0,0,1,1
4978,0,0,1,1,1,1,0,0,0
4979,1,0,0,0,0,0,1,0,0
4980,1,0,0,0,0,0,1,0,0
4981,1,0,1,0,1,1,1,1,0
4982,0,0,0,1,1,0,0,1,1
4983,1,0,1,1,0,1,1,0,1
4984,1,1,0,1,0,1,0,1,1
4985,0,1,0,0,1,1,1,0,0
4986,0,1,1,0,1,0,1,1,1
4987,0,1,0,0,0,0,1,0,0
4988,0,1,1,1,0,0,1,0,0
4989,1,1,1,0,1,0,0,1,1
4990,0,1,0,0,0,0,1,0,0
4991,1,0,0,0,1,1,1,0,0
4992,0,0,1,0,0,0,0,1,0
4993,1,0,0,1,1,0,1,1,1
4994,1,0,0,0,0,1,1,0,1
4995,0,1,0,1,0,1,1,1,1
4996,1,0,1,1,1,0,1,0,1
4997,1,1,0,0,0,0,0,0,0
4998,1,1,0,0,1,0,0,0,1
4999,1,0,0,0,1,1,1,0,0
